fips,area_name,avg_house_value,avg_realestate_taxes
27047,"Freeborn County, Minnesota",131933,1522
27049,"Goodhue County, Minnesota",213758,2254
27051,"Grant County, Minnesota",127721,1525
27053,"Hennepin County, Minnesota",289442,3720
27055,"Houston County, Minnesota",194039,2044
27057,"Hubbard County, Minnesota",214420,1710
27059,"Isanti County, Minnesota",184253,2043
27061,"Itasca County, Minnesota",173096,1357
27063,"Jackson County, Minnesota",136307,1377
27065,"Kanabec County, Minnesota",149768,1701
27067,"Kandiyohi County, Minnesota",197861,2015
27069,"Kittson County, Minnesota",86393,924
27071,"Koochiching County, Minnesota",131831,939
27073,"Lac qui Parle County, Minnesota",117258,1115
27075,"Lake County, Minnesota",204461,1458
27077,"Lake of the Woods County, Minnesota",134263,1296
27079,"Le Sueur County, Minnesota",205446,2081
27081,"Lincoln County, Minnesota",143354,1334
27083,"Lyon County, Minnesota",153777,1699
27085,"McLeod County, Minnesota",171176,1986
27087,"Mahnomen County, Minnesota",121390,1321
27089,"Marshall County, Minnesota",110820,968
27091,"Martin County, Minnesota",129806,1329
27093,"Meeker County, Minnesota",191555,1836
27095,"Mille Lacs County, Minnesota",160469,1737
27097,"Morrison County, Minnesota",175696,1611
27099,"Mower County, Minnesota",137823,1372
27101,"Murray County, Minnesota",138308,1195
27103,"Nicollet County, Minnesota",178437,1929
27105,"Nobles County, Minnesota",131049,1390
27107,"Norman County, Minnesota",104140,1194
27109,"Olmsted County, Minnesota",211779,2372
27111,"Otter Tail County, Minnesota",195088,1530
27113,"Pennington County, Minnesota",125020,1516
27115,"Pine County, Minnesota",158254,1442
27117,"Pipestone County, Minnesota",143801,1189
27119,"Polk County, Minnesota",146727,1749
27121,"Pope County, Minnesota",186474,1760
27123,"Ramsey County, Minnesota",224006,2950
27125,"Red Lake County, Minnesota",113033,1247
27127,"Redwood County, Minnesota",128226,1255
27129,"Renville County, Minnesota",122171,1296
27131,"Rice County, Minnesota",212209,2217
27133,"Rock County, Minnesota",146132,1172
27135,"Roseau County, Minnesota",131006,1459
27137,"St. Louis County, Minnesota",169967,1612
27139,"Scott County, Minnesota",276795,3203
27141,"Sherburne County, Minnesota",207860,2391
27143,"Sibley County, Minnesota",168984,1917
27145,"Stearns County, Minnesota",193129,2049
27147,"Steele County, Minnesota",163470,1928
27149,"Stevens County, Minnesota",155061,1658
27151,"Swift County, Minnesota",125850,1153
27153,"Todd County, Minnesota",159396,1555
27155,"Traverse County, Minnesota",94876,1156
27157,"Wabasha County, Minnesota",185462,1925
27159,"Wadena County, Minnesota",133611,1467
27161,"Waseca County, Minnesota",164917,1763
27163,"Washington County, Minnesota",272852,2930
27165,"Watonwan County, Minnesota",122284,1359
27167,"Wilkin County, Minnesota",129800,1232
27169,"Winona County, Minnesota",185728,1785
27171,"Wright County, Minnesota",218896,2327
27173,"Yellow Medicine County, Minnesota",139788,1366
28001,"Adams County, Mississippi",121796,577
28003,"Alcorn County, Mississippi",122564,511
28005,"Amite County, Mississippi",90114,328
28007,"Attala County, Mississippi",130295,627
28009,"Benton County, Mississippi",91551,396
28011,"Bolivar County, Mississippi",106759,837
28013,"Calhoun County, Mississippi",84270,518
28015,"Carroll County, Mississippi",90252,478
28017,"Chickasaw County, Mississippi",79214,549
28019,"Choctaw County, Mississippi",88462,393
28021,"Claiborne County, Mississippi",65453,341
28023,"Clarke County, Mississippi",80243,335
28025,"Clay County, Mississippi",100834,736
28027,"Coahoma County, Mississippi",80801,630
28029,"Copiah County, Mississippi",98640,523
28031,"Covington County, Mississippi",102123,395
28033,"DeSoto County, Mississippi",164208,1230
28035,"Forrest County, Mississippi",138446,1046
28037,"Franklin County, Mississippi",90140,419
28039,"George County, Mississippi",122010,685
28041,"Greene County, Mississippi",101687,575
28043,"Grenada County, Mississippi",120811,883
28045,"Hancock County, Mississippi",146913,975
28047,"Harrison County, Mississippi",165015,1091
28049,"Hinds County, Mississippi",135338,1107
28051,"Holmes County, Mississippi",59314,397
28053,"Humphreys County, Mississippi",71876,598
28055,"Issaquena County, Mississippi",67315,382
28057,"Itawamba County, Mississippi",110064,444
28059,"Jackson County, Mississippi",150910,1153
28061,"Jasper County, Mississippi",85683,530
28063,"Jefferson County, Mississippi",88611,395
28065,"Jefferson Davis County, Mississippi",99854,417
28067,"Jones County, Mississippi",126642,678
28069,"Kemper County, Mississippi",79693,439
28071,"Lafayette County, Mississippi",194803,1280
28073,"Lamar County, Mississippi",184823,1242
28075,"Lauderdale County, Mississippi",130524,985
28077,"Lawrence County, Mississippi",106597,534
28079,"Leake County, Mississippi",91390,500
28081,"Lee County, Mississippi",140951,1064
28083,"Leflore County, Mississippi",97552,769
28085,"Lincoln County, Mississippi",114677,623
28087,"Lowndes County, Mississippi",134198,811
28089,"Madison County, Mississippi",256989,1720
28091,"Marion County, Mississippi",109018,639
28093,"Marshall County, Mississippi",133035,873
28095,"Monroe County, Mississippi",109706,557
28097,"Montgomery County, Mississippi",81201,511
28099,"Neshoba County, Mississippi",96024,542
28101,"Newton County, Mississippi",89499,528
28103,"Noxubee County, Mississippi",74874,484
28105,"Oktibbeha County, Mississippi",159636,1058
28107,"Panola County, Mississippi",105652,688
28109,"Pearl River County, Mississippi",130061,819
28111,"Perry County, Mississippi",93331,451
28113,"Pike County, Mississippi",106093,649
28115,"Pontotoc County, Mississippi",101525,613
28117,"Prentiss County, Mississippi",88849,455
28119,"Quitman County, Mississippi",80228,472
28121,"Rankin County, Mississippi",169174,1028
28123,"Scott County, Mississippi",92838,597
28125,"Sharkey County, Mississippi",63209,559
28127,"Simpson County, Mississippi",105010,524
28129,"Smith County, Mississippi",90259,567
28131,"Stone County, Mississippi",122181,767
28133,"Sunflower County, Mississippi",94108,654
28135,"Tallahatchie County, Mississippi",79182,459
28137,"Tate County, Mississippi",140684,997
28139,"Tippah County, Mississippi",91881,468
28141,"Tishomingo County, Mississippi",96630,400
28143,"Tunica County, Mississippi",109568,521
28145,"Union County, Mississippi",119669,554
28147,"Walthall County, Mississippi",111751,529
28149,"Warren County, Mississippi",136127,791
28151,"Washington County, Mississippi",95790,916
28153,"Wayne County, Mississippi",98237,438
28155,"Webster County, Mississippi",93544,580
28157,"Wilkinson County, Mississippi",85510,393
28159,"Winston County, Mississippi",126264,510
28161,"Yalobusha County, Mississippi",166281,520
28163,"Yazoo County, Mississippi",81591,681
29001,"Adair County, Missouri",123990,987
29003,"Andrew County, Missouri",157448,1395
29005,"Atchison County, Missouri",108439,1064
29007,"Audrain County, Missouri",119075,1065
29009,"Barry County, Missouri",143792,845
29011,"Barton County, Missouri",104506,872
29013,"Bates County, Missouri",132610,970
29015,"Benton County, Missouri",125297,854
29017,"Bollinger County, Missouri",112124,714
29019,"Boone County, Missouri",191882,1759
29021,"Buchanan County, Missouri",141881,1185
29023,"Butler County, Missouri",113287,763
29025,"Caldwell County, Missouri",126641,1095
29027,"Callaway County, Missouri",143505,1088
29029,"Camden County, Missouri",213955,1231
29031,"Cape Girardeau County, Missouri",156234,1141
29033,"Carroll County, Missouri",110442,917
29035,"Carter County, Missouri",121810,726
29037,"Cass County, Missouri",178257,1901
29039,"Cedar County, Missouri",111063,808
29041,"Chariton County, Missouri",114572,843
29043,"Christian County, Missouri",171413,1363
29045,"Clark County, Missouri",122003,927
29047,"Clay County, Missouri",176839,2242
29049,"Clinton County, Missouri",161938,1500
29051,"Cole County, Missouri",171929,1532
29053,"Cooper County, Missouri",153620,1149
29055,"Crawford County, Missouri",131554,843
29057,"Dade County, Missouri",117307,875
29059,"Dallas County, Missouri",117686,654
29061,"Daviess County, Missouri",150988,1130
29063,"DeKalb County, Missouri",133638,1095
29065,"Dent County, Missouri",123831,706
29067,"Douglas County, Missouri",124079,567
29069,"Dunklin County, Missouri",82297,690
29071,"Franklin County, Missouri",184188,1537
29073,"Gasconade County, Missouri",145139,1073
29075,"Gentry County, Missouri",116506,1201
29077,"Greene County, Missouri",157223,1275
29079,"Grundy County, Missouri",105774,869
29081,"Harrison County, Missouri",107975,894
29083,"Henry County, Missouri",116367,999
29085,"Hickory County, Missouri",119089,668
29087,"Holt County, Missouri",106109,1007
29089,"Howard County, Missouri",123101,1055
29091,"Howell County, Missouri",136662,770
29093,"Iron County, Missouri",94519,644
29095,"Jackson County, Missouri",156192,2081
29097,"Jasper County, Missouri",121941,971
29099,"Jefferson County, Missouri",157935,1397
29101,"Johnson County, Missouri",181759,1325
29103,"Knox County, Missouri",106414,894
29105,"Laclede County, Missouri",129727,797
29107,"Lafayette County, Missouri",130610,1243
29109,"Lawrence County, Missouri",126467,836
29111,"Lewis County, Missouri",102803,803
29113,"Lincoln County, Missouri",163878,1337
29115,"Linn County, Missouri",100507,812
29117,"Livingston County, Missouri",123571,1080
29119,"McDonald County, Missouri",110787,606
29121,"Macon County, Missouri",116054,840
29123,"Madison County, Missouri",106312,855
29125,"Maries County, Missouri",148134,915
29127,"Marion County, Missouri",132061,1057
29129,"Mercer County, Missouri",95019,878
29131,"Miller County, Missouri",140114,967
29133,"Mississippi County, Missouri",77942,656
29135,"Moniteau County, Missouri",152249,954
29137,"Monroe County, Missouri",125552,929
29139,"Montgomery County, Missouri",161291,1098
29141,"Morgan County, Missouri",143023,979
29143,"New Madrid County, Missouri",88616,671
29145,"Newton County, Missouri",130537,935
29147,"Nodaway County, Missouri",136005,1321
29149,"Oregon County, Missouri",99612,557
29151,"Osage County, Missouri",159340,964
29153,"Ozark County, Missouri",117746,585
29155,"Pemiscot County, Missouri",86546,742
29157,"Perry County, Missouri",155610,1062
29159,"Pettis County, Missouri",129700,1067
29161,"Phelps County, Missouri",141503,962
29163,"Pike County, Missouri",125647,918
29165,"Platte County, Missouri",216692,2892
29167,"Polk County, Missouri",129658,856
29169,"Pulaski County, Missouri",141834,1150
29171,"Putnam County, Missouri",124352,1188
29173,"Ralls County, Missouri",130558,947
29175,"Randolph County, Missouri",110041,881
29177,"Ray County, Missouri",145091,1265
29179,"Reynolds County, Missouri",108945,651
29181,"Ripley County, Missouri",93067,594
29183,"St. Charles County, Missouri",204814,2529
29185,"St. Clair County, Missouri",119981,960
29186,"Ste. Genevieve County, Missouri",161784,1241
29187,"St. Francois County, Missouri",121046,948
29189,"St. Louis County, Missouri",229999,2972
29195,"Saline County, Missouri",112797,928
29197,"Schuyler County, Missouri",102432,885
29199,"Scotland County, Missouri",131063,1145
29201,"Scott County, Missouri",119393,780
29203,"Shannon County, Missouri",130065,612
29205,"Shelby County, Missouri",105179,873
29207,"Stoddard County, Missouri",105265,802
29209,"Stone County, Missouri",181448,902
29211,"Sullivan County, Missouri",158724,890
29213,"Taney County, Missouri",156615,964
29215,"Texas County, Missouri",131457,619
29217,"Vernon County, Missouri",115483,880
29219,"Warren County, Missouri",175108,1395
29221,"Washington County, Missouri",108627,645
29223,"Wayne County, Missouri",102556,575
29225,"Webster County, Missouri",142263,834
29227,"Worth County, Missouri",113031,919
29229,"Wright County, Missouri",118166,611
29510,"St. Louis city, Missouri",144779,1472
30001,"Beaverhead County, Montana",214452,1467
30003,"Big Horn County, Montana",119693,627
30005,"Blaine County, Montana",123876,1211
30007,"Broadwater County, Montana",280993,1308
30009,"Carbon County, Montana",270206,1516
30011,"Carter County, Montana",232851,1164
30013,"Cascade County, Montana",183262,1640
30015,"Chouteau County, Montana",201445,1512
30017,"Custer County, Montana",161859,1448
30019,"Daniels County, Montana",128382,1182
30021,"Dawson County, Montana",158674,1678
30023,"Deer Lodge County, Montana",162495,1367
30025,"Fallon County, Montana",143427,982
30027,"Fergus County, Montana",154331,1443
30029,"Flathead County, Montana",282529,2170
30031,"Gallatin County, Montana",334691,2386
30033,"Garfield County, Montana",233141,1324
30035,"Glacier County, Montana",136178,765
30037,"Golden Valley County, Montana",149379,847
30039,"Granite County, Montana",291906,1825
30041,"Hill County, Montana",157822,1462
30043,"Jefferson County, Montana",252013,1678
30045,"Judith Basin County, Montana",194773,1222
30047,"Lake County, Montana",324767,1894
30049,"Lewis and Clark County, Montana",226523,1963
30051,"Liberty County, Montana",106874,1273
30053,"Lincoln County, Montana",194502,1250
30055,"McCone County, Montana",148294,1374
30057,"Madison County, Montana",358406,1504
30059,"Meagher County, Montana",174524,1111
30061,"Mineral County, Montana",199577,1327
30063,"Missoula County, Montana",262463,2374
30065,"Musselshell County, Montana",238779,1214
30067,"Park County, Montana",318908,2074
30069,"Petroleum County, Montana",200388,1227
30071,"Phillips County, Montana",167912,1263
30073,"Pondera County, Montana",174685,1274
30075,"Powder River County, Montana",180327,1463
30077,"Powell County, Montana",214519,1318
30079,"Prairie County, Montana",162708,1378
30081,"Ravalli County, Montana",271422,1580
30083,"Richland County, Montana",187398,1081
30085,"Roosevelt County, Montana",103490,749
30087,"Rosebud County, Montana",186008,797
30089,"Sanders County, Montana",220086,1288
30091,"Sheridan County, Montana",144471,1170
30093,"Silver Bow County, Montana",152924,1471
30095,"Stillwater County, Montana",236261,1514
30097,"Sweet Grass County, Montana",471898,1771
30099,"Teton County, Montana",158468,1619
30101,"Toole County, Montana",137116,1267
30103,"Treasure County, Montana",95427,954
30105,"Valley County, Montana",137892,1192
30107,"Wheatland County, Montana",120228,749
30109,"Wibaux County, Montana",214115,1185
30111,"Yellowstone County, Montana",209239,1843
31001,"Adams County, Nebraska",131989,2087
31003,"Antelope County, Nebraska",108423,1502
31005,"Arthur County, Nebraska",149882,1581
31007,"Banner County, Nebraska",112469,1732
31009,"Blaine County, Nebraska",204196,1764
31011,"Boone County, Nebraska",136758,1632
31013,"Box Butte County, Nebraska",103737,1602
31015,"Boyd County, Nebraska",95094,1208
31017,"Brown County, Nebraska",110962,1653
31019,"Buffalo County, Nebraska",162838,2354
31021,"Burt County, Nebraska",98455,1592
31023,"Butler County, Nebraska",123354,1834
31025,"Cass County, Nebraska",183066,3151
31027,"Cedar County, Nebraska",136293,1735
31029,"Chase County, Nebraska",110384,1662
31031,"Cherry County, Nebraska",142334,1844
31033,"Cheyenne County, Nebraska",123698,2257
31035,"Clay County, Nebraska",95239,1711
31037,"Colfax County, Nebraska",109286,1812
31039,"Cuming County, Nebraska",123362,1713
31041,"Custer County, Nebraska",140998,1771
31043,"Dakota County, Nebraska",123271,2101
31045,"Dawes County, Nebraska",133382,1988
31047,"Dawson County, Nebraska",106145,1927
31049,"Deuel County, Nebraska",84243,1446
31051,"Dixon County, Nebraska",102933,1747
31053,"Dodge County, Nebraska",125943,2110
31055,"Douglas County, Nebraska",173398,3411
31057,"Dundy County, Nebraska",128744,1512
31059,"Fillmore County, Nebraska",125946,1553
31061,"Franklin County, Nebraska",91545,1205
31063,"Frontier County, Nebraska",97604,1503
31065,"Furnas County, Nebraska",86487,1339
31067,"Gage County, Nebraska",139711,2203
31069,"Garden County, Nebraska",113607,1404
31071,"Garfield County, Nebraska",101126,1667
31073,"Gosper County, Nebraska",121749,1888
31075,"Grant County, Nebraska",64476,874
31077,"Greeley County, Nebraska",130922,1611
31079,"Hall County, Nebraska",135494,2348
31081,"Hamilton County, Nebraska",145232,2112
31083,"Harlan County, Nebraska",99729,1639
31085,"Hayes County, Nebraska",136151,1991
31087,"Hitchcock County, Nebraska",81182,1111
31089,"Holt County, Nebraska",128402,1870
31091,"Hooker County, Nebraska",88402,1147
31093,"Howard County, Nebraska",134693,2012
31095,"Jefferson County, Nebraska",99425,1546
31097,"Johnson County, Nebraska",103464,1715
31099,"Kearney County, Nebraska",112620,1934
31101,"Keith County, Nebraska",121469,1823
31103,"Keya Paha County, Nebraska",164340,1987
31105,"Kimball County, Nebraska",97199,1767
31107,"Knox County, Nebraska",136433,1601
31109,"Lancaster County, Nebraska",177112,3086
31111,"Lincoln County, Nebraska",130557,2242
31113,"Logan County, Nebraska",124998,1437
31115,"Loup County, Nebraska",112503,1181
31117,"McPherson County, Nebraska",151233,1462
31119,"Madison County, Nebraska",145938,2153
31121,"Merrick County, Nebraska",107976,1647
31123,"Morrill County, Nebraska",101642,1438
31125,"Nance County, Nebraska",95947,1544
31127,"Nemaha County, Nebraska",116076,1739
31129,"Nuckolls County, Nebraska",129605,1266
31131,"Otoe County, Nebraska",154438,2345
31133,"Pawnee County, Nebraska",104083,1394
31135,"Perkins County, Nebraska",113100,1501
31137,"Phelps County, Nebraska",128719,1888
31139,"Pierce County, Nebraska",124701,1932
31141,"Platte County, Nebraska",146618,2194
31143,"Polk County, Nebraska",140116,1868
31145,"Red Willow County, Nebraska",94234,1430
31147,"Richardson County, Nebraska",108954,1326
31149,"Rock County, Nebraska",86208,1247
31151,"Saline County, Nebraska",121435,2046
31153,"Sarpy County, Nebraska",182896,3719
31155,"Saunders County, Nebraska",189503,2877
31157,"Scotts Bluff County, Nebraska",134029,2083
31159,"Seward County, Nebraska",158228,2508
31161,"Sheridan County, Nebraska",95009,1453
31163,"Sherman County, Nebraska",123112,1513
31165,"Sioux County, Nebraska",187664,1643
31167,"Stanton County, Nebraska",177604,2103
31169,"Thayer County, Nebraska",103104,1463
31171,"Thomas County, Nebraska",196279,1786
31173,"Thurston County, Nebraska",96248,1352
31175,"Valley County, Nebraska",107356,1770
31177,"Washington County, Nebraska",201423,3230
31179,"Wayne County, Nebraska",168906,2303
31181,"Webster County, Nebraska",97860,1489
31183,"Wheeler County, Nebraska",162269,1696
31185,"York County, Nebraska",140414,1964
32001,"Churchill County, Nevada",160282,1241
32003,"Clark County, Nevada",202157,1852
32005,"Douglas County, Nevada",391701,2274
32007,"Elko County, Nevada",200859,1202
32009,"Esmeralda County, Nevada",160147,825
32011,"Eureka County, Nevada",107260,631
32013,"Humboldt County, Nevada",185228,1098
32015,"Lander County, Nevada",118920,904
32017,"Lincoln County, Nevada",194681,1623
32019,"Lyon County, Nevada",155702,1399
32021,"Mineral County, Nevada",102884,839
32023,"Nye County, Nevada",123922,1153
32027,"Pershing County, Nevada",146705,1196
32029,"Storey County, Nevada",225399,1605
32031,"Washoe County, Nevada",262541,2225
32033,"White Pine County, Nevada",129781,899
32510,"Carson City, Nevada",201960,1462
33001,"Belknap County, New Hampshire",265220,4332
33003,"Carroll County, New Hampshire",278379,3276
33005,"Cheshire County, New Hampshire",209407,4991
33007,"Coos County, New Hampshire",155106,2986
33009,"Grafton County, New Hampshire",262705,4542
33011,"Hillsborough County, New Hampshire",266480,5530
33013,"Merrimack County, New Hampshire",247004,5260
33015,"Rockingham County, New Hampshire",306637,5900
33017,"Strafford County, New Hampshire",227322,5080
33019,"Sullivan County, New Hampshire",213510,4487
34001,"Atlantic County, New Jersey",268362,5484
34003,"Bergen County, New Jersey",515054,10015
34005,"Burlington County, New Jersey",276792,6458
34007,"Camden County, New Jersey",223677,6433
34009,"Cape May County, New Jersey",399233,4438
34011,"Cumberland County, New Jersey",179536,4128
34013,"Essex County, New Jersey",426227,10044
34015,"Gloucester County, New Jersey",233844,6209
34017,"Hudson County, New Jersey",375622,7660
34019,"Hunterdon County, New Jersey",429804,9255
34021,"Mercer County, New Jersey",346443,8034
34023,"Middlesex County, New Jersey",335530,7510
34025,"Monmouth County, New Jersey",462183,8224
34027,"Morris County, New Jersey",489656,9385
34029,"Ocean County, New Jersey",296122,5058
34031,"Passaic County, New Jersey",351485,8961
34033,"Salem County, New Jersey",206446,5011
34035,"Somerset County, New Jersey",478940,9183
34037,"Sussex County, New Jersey",303322,7429
34039,"Union County, New Jersey",410293,9289
34041,"Warren County, New Jersey",272548,6630
35001,"Bernalillo County, New Mexico",215933,1946
35003,"Catron County, New Mexico",175277,480
35005,"Chaves County, New Mexico",129083,845
35006,"Cibola County, New Mexico",109164,497
35007,"Colfax County, New Mexico",171737,704
35009,"Curry County, New Mexico",144294,813
35011,"De Baca County, New Mexico",139494,881
35013,"Doña Ana County, New Mexico",160669,1082
35015,"Eddy County, New Mexico",154550,792
35017,"Grant County, New Mexico",151097,683
35019,"Guadalupe County, New Mexico",98520,526
35021,"Harding County, New Mexico",177690,509
35023,"Hidalgo County, New Mexico",95586,444
35025,"Lea County, New Mexico",142169,671
35027,"Lincoln County, New Mexico",214039,1041
35028,"Los Alamos County, New Mexico",290187,1866
35029,"Luna County, New Mexico",114407,604
35031,"McKinley County, New Mexico",128044,393
35033,"Mora County, New Mexico",190540,515
35035,"Otero County, New Mexico",139409,658
35037,"Quay County, New Mexico",94303,472
35039,"Rio Arriba County, New Mexico",371466,538
35041,"Roosevelt County, New Mexico",151392,662
35043,"Sandoval County, New Mexico",216387,1757
35045,"San Juan County, New Mexico",158845,753
35047,"San Miguel County, New Mexico",153635,786
35049,"Santa Fe County, New Mexico",346849,1717
35051,"Sierra County, New Mexico",123730,609
35053,"Socorro County, New Mexico",158628,734
35055,"Taos County, New Mexico",310880,915
35057,"Torrance County, New Mexico",139421,712
35059,"Union County, New Mexico",174972,668
35061,"Valencia County, New Mexico",160116,1076
36001,"Albany County, New York",232891,4604
36003,"Allegany County, New York",90928,2529
36005,"Bronx County, New York",361771,2860
36007,"Broome County, New York",131726,3169
36009,"Cattaraugus County, New York",106100,2619
36011,"Cayuga County, New York",136069,3136
36013,"Chautauqua County, New York",109168,2676
36015,"Chemung County, New York",120206,2822
36017,"Chenango County, New York",115218,2526
36019,"Clinton County, New York",159649,2959
36021,"Columbia County, New York",277614,4477
36023,"Cortland County, New York",125510,3539
36025,"Delaware County, New York",164727,2694
36027,"Dutchess County, New York",319166,5871
36029,"Erie County, New York",151898,3592
36031,"Essex County, New York",204827,2806
36033,"Franklin County, New York",164084,2500
36035,"Fulton County, New York",140804,2699
36037,"Genesee County, New York",120078,3006
36039,"Greene County, New York",197613,3157
36041,"Hamilton County, New York",219109,2459
36043,"Herkimer County, New York",130612,2522
36045,"Jefferson County, New York",160373,2570
36047,"Kings County, New York",629118,3501
36049,"Lewis County, New York",142477,2180
36051,"Livingston County, New York",135370,3373
36053,"Madison County, New York",152523,3494
36055,"Monroe County, New York",160726,4661
36057,"Montgomery County, New York",121170,3075
36059,"Nassau County, New York",536913,10181
36061,"New York County, New York",1316208,6736
36063,"Niagara County, New York",130029,3287
36065,"Oneida County, New York",140669,3012
36067,"Onondaga County, New York",161048,4184
36069,"Ontario County, New York",169401,3737
36071,"Orange County, New York",283127,6631
36073,"Orleans County, New York",106495,3054
36075,"Oswego County, New York",113099,2712
36077,"Otsego County, New York",170099,2637
36079,"Putnam County, New York",395760,8721
36081,"Queens County, New York",465729,3531
36083,"Rensselaer County, New York",198779,4428
36085,"Richmond County, New York",465847,3712
36087,"Rockland County, New York",438058,9601
36089,"St. Lawrence County, New York",139486,2548
36091,"Saratoga County, New York",245115,3861
36093,"Schenectady County, New York",186076,4680
36095,"Schoharie County, New York",160258,3219
36097,"Schuyler County, New York",129484,2625
36099,"Seneca County, New York",130570,2985
36101,"Steuben County, New York",122050,2780
36103,"Suffolk County, New York",442438,8491
36105,"Sullivan County, New York",231130,4313
36107,"Tioga County, New York",129219,2900
36109,"Tompkins County, New York",197579,4593
36111,"Ulster County, New York",259558,5187
36113,"Warren County, New York",236439,3238
36115,"Washington County, New York",163538,3407
36117,"Wayne County, New York",125124,3420
36119,"Westchester County, New York",622757,10921
36121,"Wyoming County, New York",124017,2824
36123,"Yates County, New York",194239,3185
37001,"Alamance County, North Carolina",155153,1245
37003,"Alexander County, North Carolina",137795,894
37005,"Alleghany County, North Carolina",170070,920
37007,"Anson County, North Carolina",100498,789
37009,"Ashe County, North Carolina",187866,921
37011,"Avery County, North Carolina",215732,937
37013,"Beaufort County, North Carolina",161617,1084
37015,"Bertie County, North Carolina",100367,744
37017,"Bladen County, North Carolina",141480,1021
37019,"Brunswick County, North Carolina",230387,1310
37021,"Buncombe County, North Carolina",233467,1668
37023,"Burke County, North Carolina",141667,1010
37025,"Cabarrus County, North Carolina",196331,1807
37027,"Caldwell County, North Carolina",132075,999
37029,"Camden County, North Carolina",206577,1425
37031,"Carteret County, North Carolina",241187,1291
37033,"Caswell County, North Carolina",130419,899
37035,"Catawba County, North Carolina",178751,1275
37037,"Chatham County, North Carolina",263580,1976
37039,"Cherokee County, North Carolina",153875,887
37041,"Chowan County, North Carolina",162792,1259
37043,"Clay County, North Carolina",178692,854
37045,"Cleveland County, North Carolina",134954,1060
37047,"Columbus County, North Carolina",107258,1080
37049,"Craven County, North Carolina",175580,1268
37051,"Cumberland County, North Carolina",155567,1654
37053,"Currituck County, North Carolina",256580,1265
37055,"Dare County, North Carolina",318196,1767
37057,"Davidson County, North Carolina",163525,1148
37059,"Davie County, North Carolina",201363,1398
37061,"Duplin County, North Carolina",108391,885
37063,"Durham County, North Carolina",218576,2530
37065,"Edgecombe County, North Carolina",108848,1068
37067,"Forsyth County, North Carolina",184904,1859
37069,"Franklin County, North Carolina",158734,1358
37071,"Gaston County, North Carolina",155675,1601
37073,"Gates County, North Carolina",151634,1080
37075,"Graham County, North Carolina",235820,688
37077,"Granville County, North Carolina",155399,1379
37079,"Greene County, North Carolina",192511,926
37081,"Guilford County, North Carolina",194152,2046
37083,"Halifax County, North Carolina",122784,1226
37085,"Harnett County, North Carolina",156660,1281
37087,"Haywood County, North Carolina",183837,1256
37089,"Henderson County, North Carolina",210448,1221
37091,"Hertford County, North Carolina",105017,1068
37093,"Hoke County, North Carolina",140277,1115
37095,"Hyde County, North Carolina",126658,773
37097,"Iredell County, North Carolina",237328,1549
37099,"Jackson County, North Carolina",251609,965
37101,"Johnston County, North Carolina",160839,1411
37103,"Jones County, North Carolina",123073,881
37105,"Lee County, North Carolina",182814,1598
37107,"Lenoir County, North Carolina",108658,1098
37109,"Lincoln County, North Carolina",199103,1526
37111,"McDowell County, North Carolina",129788,731
37113,"Macon County, North Carolina",218822,981
37115,"Madison County, North Carolina",189771,1075
37117,"Martin County, North Carolina",109393,1023
37119,"Mecklenburg County, North Carolina",251194,2730
37121,"Mitchell County, North Carolina",173782,912
37123,"Montgomery County, North Carolina",155094,1053
37125,"Moore County, North Carolina",262836,1743
37127,"Nash County, North Carolina",146681,1267
37129,"New Hanover County, North Carolina",273597,1992
37131,"Northampton County, North Carolina",120360,1181
37133,"Onslow County, North Carolina",171896,1262
37135,"Orange County, North Carolina",343421,4132
37137,"Pamlico County, North Carolina",234237,1333
37139,"Pasquotank County, North Carolina",169654,1442
37141,"Pender County, North Carolina",184957,1326
37143,"Perquimans County, North Carolina",196194,1253
37145,"Person County, North Carolina",146874,1019
37147,"Pitt County, North Carolina",156556,1495
37149,"Polk County, North Carolina",211838,1465
37151,"Randolph County, North Carolina",140838,1044
37153,"Richmond County, North Carolina",113001,1019
37155,"Robeson County, North Carolina",96147,888
37157,"Rockingham County, North Carolina",127041,1099
37159,"Rowan County, North Carolina",155278,1223
37161,"Rutherford County, North Carolina",136483,928
37163,"Sampson County, North Carolina",110760,979
37165,"Scotland County, North Carolina",96859,1064
37167,"Stanly County, North Carolina",146751,1255
37169,"Stokes County, North Carolina",146899,1032
37171,"Surry County, North Carolina",138299,1035
37173,"Swain County, North Carolina",138689,538
37175,"Transylvania County, North Carolina",237665,1164
37177,"Tyrrell County, North Carolina",139454,1129
37179,"Union County, North Carolina",257737,2005
37181,"Vance County, North Carolina",130704,1116
37183,"Wake County, North Carolina",272771,2357
37185,"Warren County, North Carolina",190547,1191
37187,"Washington County, North Carolina",165329,967
37189,"Watauga County, North Carolina",276794,1223
37191,"Wayne County, North Carolina",130738,1111
37193,"Wilkes County, North Carolina",138130,1002
37195,"Wilson County, North Carolina",138335,1410
37197,"Yadkin County, North Carolina",151163,1131
37199,"Yancey County, North Carolina",168341,946
38001,"Adams County, North Dakota",141445,1388
38003,"Barnes County, North Dakota",135752,1440
38005,"Benson County, North Dakota",88912,547
38007,"Billings County, North Dakota",173119,1078
38009,"Bottineau County, North Dakota",133339,1036
38011,"Bowman County, North Dakota",198277,1191
38013,"Burke County, North Dakota",109012,693
38015,"Burleigh County, North Dakota",200801,2297
